CallNumber,CallType,CallDate,Battalion
200143159,Alarms,01/14/2020,B04
200080880,Medical Incident,01/08/2020,B04
200032600,Medical Incident,01/03/2020,B10
200371637,Electrical Hazard,02/06/2020,B09
200133102,Medical Incident,01/13/2020,B02
200032915,Medical Incident,01/03/2020,B01
200191822,Medical Incident,01/19/2020,B03
200142513,Medical Incident,01/14/2020,B10
200073856,Structure Fire,01/07/2020,B02
200051122,Medical Incident,01/05/2020,B02
200023690,Traffic Collision,01/02/2020,B09
200290051,Medical Incident,01/29/2020,B04
200203638,Medical Incident,01/20/2020,B03
200242997,Medical Incident,01/24/2020,B08
200252609,Medical Incident,01/25/2020,B05
200011054,Traffic Collision,01/01/2020,B04
200021631,Traffic Collision,01/02/2020,B10
200192824,Medical Incident,01/19/2020,B03
200250221,Medical Incident,01/25/2020,B02
200092704,Medical Incident,01/09/2020,B08
200401212,Medical Incident,02/09/2020,B09
200030171,Medical Incident,01/03/2020,B02
200282548,Medical Incident,01/28/2020,B04
200281311,Medical Incident,01/28/2020,B10
200160209,Medical Incident,01/16/2020,B02
200111814,Medical Incident,01/11/2020,B05
200103177,Outside Fire,01/10/2020,B07
200330762,Alarms,02/02/2020,B01
200072416,Structure Fire,01/07/2020,B03
200043105,Outside Fire,01/04/2020,B08
200172219,Outside Fire,01/17/2020,B08
200192209,Gas Leak (Natural and LP Gases),01/19/2020,B10
200210633,Medical Incident,01/21/2020,B08
200100521,Medical Incident,01/10/2020,B03
200232347,Medical Incident,01/23/2020,B02
200223512,Medical Incident,01/22/2020,B02
200353774,Gas Leak (Natural and LP Gases),02/04/2020,B04
200033267,Medical Incident,01/03/2020,B03
200201866,Outside Fire,01/20/2020,B06
200201822,Structure Fire,01/20/2020,B02
200292226,Medical Incident,01/29/2020,B05
200153800,Traffic Collision,01/15/2020,B01
200132414,Medical Incident,01/13/2020,B09
200061218,Medical Incident,01/06/2020,B03
200112545,Medical Incident,01/11/2020,B04
200282062,Outside Fire,01/28/2020,B07
200161066,Alarms,01/16/2020,B05
200271307,Medical Incident,01/27/2020,B03
200250090,Medical Incident,01/25/2020,B02
200111518,Medical Incident,01/11/2020,B01
200292156,Alarms,01/29/2020,B01
200253187,Medical Incident,01/25/2020,B08
200073901,Medical Incident,01/07/2020,B01
200053064,Medical Incident,01/05/2020,B08
200133018,Medical Incident,01/13/2020,B06
200260899,Medical Incident,01/26/2020,B04
200292048,Medical Incident,01/29/2020,B03
200090757,Traffic Collision,01/09/2020,B09
200151802,Medical Incident,01/15/2020,B02
200211759,Medical Incident,01/21/2020,B02
200152880,Alarms,01/15/2020,B03
200061378,Medical Incident,01/06/2020,B02
200162548,Medical Incident,01/16/2020,B04
200210467,Medical Incident,01/21/2020,B04
200292121,Medical Incident,01/29/2020,B10
200142382,Traffic Collision,01/14/2020,B09
200144292,Medical Incident,01/14/2020,B04
200014053,Medical Incident,01/01/2020,B02
200172133,Alarms,01/17/2020,B02
200042338,Medical Incident,01/04/2020,B02
200162518,Medical Incident,01/16/2020,B07
200280462,Medical Incident,01/28/2020,B01
200350335,Medical Incident,02/04/2020,B03
200070914,Medical Incident,01/07/2020,B10
200311231,Medical Incident,01/31/2020,B05
200373696,Medical Incident,02/06/2020,B02
200220024,Medical Incident,01/22/2020,B03
200071908,Medical Incident,01/07/2020,B05
200183285,Medical Incident,01/18/2020,B02
200101326,Medical Incident,01/10/2020,B03
200022265,Medical Incident,01/02/2020,B03
200372176,Medical Incident,02/06/2020,B10
200130029,Medical Incident,01/13/2020,B03
200244044,Structure Fire,01/24/2020,B05
200090203,Medical Incident,01/09/2020,B03
200050572,Structure Fire,01/05/2020,B04
200144088,Medical Incident,01/14/2020,B03
200320254,Medical Incident,02/01/2020,B07
200191383,Medical Incident,01/19/2020,B06
200323981,Medical Incident,02/01/2020,B03
200163488,Structure Fire,01/16/2020,B04
200103980,Medical Incident,01/10/2020,B02
200122976,Structure Fire,01/12/2020,B04
200043105,Outside Fire,01/04/2020,B08
200020122,Structure Fire,01/02/2020,B05
200210164,Medical Incident,01/21/2020,B03
200213900,Medical Incident,01/21/2020,B02
200390628,Medical Incident,02/08/2020,B02
200340141,Medical Incident,02/03/2020,B02
200303673,Medical Incident,01/30/2020,B05
200372818,Medical Incident,02/06/2020,B05
200260968,Medical Incident,01/26/2020,B06
200050295,Medical Incident,01/05/2020,B10
200083405,Alarms,01/08/2020,B08
200103293,Medical Incident,01/10/2020,B06
200331097,Alarms,02/02/2020,B04
200191037,Alarms,01/19/2020,B03
200061829,Structure Fire,01/06/2020,B05
200363149,Medical Incident,02/05/2020,B02
200231455,Medical Incident,01/23/2020,B02
200134168,Traffic Collision,01/13/2020,B10
200400857,Medical Incident,02/09/2020,B10
200062579,Medical Incident,01/06/2020,B03
200011256,Medical Incident,01/01/2020,B06
200353082,Traffic Collision,02/04/2020,B03
200122565,Medical Incident,01/12/2020,B03
200120358,Structure Fire,01/12/2020,B08
200053538,Medical Incident,01/05/2020,B03
200341816,Alarms,02/03/2020,B05
200351222,Alarms,02/04/2020,B01
200193078,Medical Incident,01/19/2020,B08
200053014,Medical Incident,01/05/2020,B03
200223748,Medical Incident,01/22/2020,B10
200020573,Medical Incident,01/02/2020,B10
200023532,Medical Incident,01/02/2020,B03
200132379,Medical Incident,01/13/2020,B03
200392986,Medical Incident,02/08/2020,B02
200091427,Alarms,01/09/2020,B06
200020559,Traffic Collision,01/02/2020,B09
200162214,Medical Incident,01/16/2020,B08
200273317,Alarms,01/27/2020,B02
200011099,Medical Incident,01/01/2020,B05
200320770,Structure Fire,02/01/2020,B02
200061599,Medical Incident,01/06/2020,B05
200212868,Structure Fire,01/21/2020,B03
200122285,Medical Incident,01/12/2020,B03
200292495,Medical Incident,01/29/2020,B02
200353532,Medical Incident,02/04/2020,B03
200350294,Medical Incident,02/04/2020,B05
200060880,Medical Incident,01/06/2020,B09
200053344,Medical Incident,01/05/2020,B06
200371964,Structure Fire,02/06/2020,B08
200142916,Medical Incident,01/14/2020,B03
200010837,Medical Incident,01/01/2020,B02
200040864,Explosion,01/04/2020,B06
200063533,Medical Incident,01/06/2020,B03
200333660,Medical Incident,02/02/2020,B05
200092739,Medical Incident,01/09/2020,B03
200040599,Alarms,01/04/2020,B09
200320173,Medical Incident,02/01/2020,B05
200081220,Medical Incident,01/08/2020,B02
200192432,Medical Incident,01/19/2020,B02
200293589,Medical Incident,01/29/2020,B05
200152847,Medical Incident,01/15/2020,B09
200160124,Medical Incident,01/16/2020,B03
200061047,Outside Fire,01/06/2020,B02
200192774,Medical Incident,01/19/2020,B03
200092191,Medical Incident,01/09/2020,B02
200123823,Medical Incident,01/12/2020,B03
200042216,Medical Incident,01/04/2020,B03
200013703,Medical Incident,01/01/2020,B04
200251260,Medical Incident,01/25/2020,B02
200180139,Alarms,01/18/2020,B02
200113014,Structure Fire,01/11/2020,B02
200090312,Medical Incident,01/09/2020,B08
200031227,Medical Incident,01/03/2020,B05
200093317,Medical Incident,01/09/2020,B03
200290766,Medical Incident,01/29/2020,B05
200222829,Medical Incident,01/22/2020,B02
200320274,Medical Incident,02/01/2020,B04
200202531,Alarms,01/20/2020,B02
200321780,Medical Incident,02/01/2020,B02
200111497,Medical Incident,01/11/2020,B03
200071213,Medical Incident,01/07/2020,B02
200030090,Medical Incident,01/03/2020,B09
200103104,Alarms,01/10/2020,B03
200050553,Alarms,01/05/2020,B02
200171660,Medical Incident,01/17/2020,B06
200123157,Medical Incident,01/12/2020,B02
200270208,Medical Incident,01/27/2020,B07
200190468,Medical Incident,01/19/2020,B10
200193733,Medical Incident,01/19/2020,B03
200390398,Medical Incident,02/08/2020,B01
200160645,Traffic Collision,01/16/2020,B02
200202026,Medical Incident,01/20/2020,B09
200080217,Medical Incident,01/08/2020,B02
200112772,Alarms,01/11/2020,B06
200103931,Gas Leak (Natural and LP Gases),01/10/2020,B08
200401956,Medical Incident,02/09/2020,B06
200183272,Medical Incident,01/18/2020,B10
200071433,Medical Incident,01/07/2020,B07
200214156,Medical Incident,01/21/2020,B01
200082654,Citizen Assist / Service Call,01/08/2020,B02
200333569,Medical Incident,02/02/2020,B04
200060935,Medical Incident,01/06/2020,B02
200161424,Medical Incident,01/16/2020,B03
200393803,Medical Incident,02/08/2020,B08
200241056,Medical Incident,01/24/2020,B03
200100438,Medical Incident,01/10/2020,B04
200153075,Medical Incident,01/15/2020,B09
200060143,Alarms,01/06/2020,B01
200200318,Medical Incident,01/20/2020,B06
200373506,Medical Incident,02/06/2020,B01
200223060,Medical Incident,01/22/2020,B01
200141875,Alarms,01/14/2020,B03
200401490,Citizen Assist / Service Call,02/09/2020,B05
200183698,Medical Incident,01/18/2020,B03
200082608,Medical Incident,01/08/2020,B02
200383445,Medical Incident,02/07/2020,B03
200173277,Structure Fire,01/17/2020,B02
200260783,Structure Fire,01/26/2020,B02
200304216,Medical Incident,01/30/2020,B09
200360993,Alarms,02/05/2020,B09
200321882,Structure Fire,02/01/2020,B08
200071007,Medical Incident,01/07/2020,B03
200262416,Medical Incident,01/26/2020,B07
200202793,Medical Incident,01/20/2020,B05
200401255,Alarms,02/09/2020,B08
200331986,Medical Incident,02/02/2020,B06
200092802,Medical Incident,01/09/2020,B10
200072724,Alarms,01/07/2020,B01
200153733,Medical Incident,01/15/2020,B03
200163247,Medical Incident,01/16/2020,B03
200311886,Alarms,01/31/2020,B02
200131995,Medical Incident,01/13/2020,B03
200053073,Medical Incident,01/05/2020,B06
200103716,Alarms,01/10/2020,B04
200133716,Medical Incident,01/13/2020,B06
200010423,Medical Incident,01/01/2020,B02
200232268,Medical Incident,01/23/2020,B03
200381335,Medical Incident,02/07/2020,B02
200142757,Alarms,01/14/2020,B02
200383975,Medical Incident,02/07/2020,B03
200041418,Structure Fire,01/04/2020,B04
200011336,Medical Incident,01/01/2020,B10
200384018,Medical Incident,02/07/2020,B06
200162675,Medical Incident,01/16/2020,B03
200290857,Medical Incident,01/29/2020,B04
200041242,Medical Incident,01/04/2020,B02
200340605,Medical Incident,02/03/2020,B07
200032595,Water Rescue,01/03/2020,B07
200370110,Medical Incident,02/06/2020,B05
200260552,Medical Incident,01/26/2020,B10
200030037,Medical Incident,01/03/2020,B09
200171175,Medical Incident,01/17/2020,B05
200090558,Medical Incident,01/09/2020,B07
200031038,Alarms,01/03/2020,B05
200122393,Structure Fire,01/12/2020,B04
200042569,Medical Incident,01/04/2020,B10
200043639,Medical Incident,01/04/2020,B03
200273702,Medical Incident,01/27/2020,B10
200401825,Electrical Hazard,02/09/2020,B09
200251735,Traffic Collision,01/25/2020,B03
200362545,Structure Fire,02/05/2020,B10
200301544,Medical Incident,01/30/2020,B08
200201591,Citizen Assist / Service Call,01/20/2020,B10
200263239,Traffic Collision,01/26/2020,B05
200310465,Medical Incident,01/31/2020,B02
200340506,Alarms,02/03/2020,B01
200350338,Alarms,02/04/2020,B03
200223924,Electrical Hazard,01/22/2020,B06
200321856,Gas Leak (Natural and LP Gases),02/01/2020,B08
200400402,Medical Incident,02/09/2020,B08
200111800,Structure Fire,01/11/2020,B05
200381961,Medical Incident,02/07/2020,B02
200153610,Medical Incident,01/15/2020,B08
200030344,Structure Fire,01/03/2020,B10
200042875,Medical Incident,01/04/2020,B02
200070250,Alarms,01/07/2020,B07
200162416,Medical Incident,01/16/2020,B08
200251807,Water Rescue,01/25/2020,B08
200033829,Medical Incident,01/03/2020,B04
200062849,Medical Incident,01/06/2020,B01
200330345,Medical Incident,02/02/2020,B02
200021371,Alarms,01/02/2020,B02
200113158,Medical Incident,01/11/2020,B09
200311290,Alarms,01/31/2020,B06
200083913,Medical Incident,01/08/2020,B10
200390544,Structure Fire,02/08/2020,B07
200253087,Alarms,01/25/2020,B01
200110231,Alarms,01/11/2020,B03
200251598,Medical Incident,01/25/2020,B02
200112259,Medical Incident,01/11/2020,B01
200240295,Medical Incident,01/24/2020,B09
200312741,Medical Incident,01/31/2020,B10
200110942,Alarms,01/11/2020,B02
200153818,Traffic Collision,01/15/2020,B02
200120476,Medical Incident,01/12/2020,B01
200062972,Medical Incident,01/06/2020,B08
200210100,Medical Incident,01/21/2020,B03
200171013,Citizen Assist / Service Call,01/17/2020,B03
200020396,Medical Incident,01/02/2020,B03
200230751,Medical Incident,01/23/2020,B03
200293922,Medical Incident,01/29/2020,B09
200132561,Medical Incident,01/13/2020,B01
200301395,Alarms,01/30/2020,B03
200332193,Medical Incident,02/02/2020,B07
200340393,Medical Incident,02/03/2020,B02
200222277,Medical Incident,01/22/2020,B02
200291686,Medical Incident,01/29/2020,B02
200172804,Medical Incident,01/17/2020,B10
200263225,Medical Incident,01/26/2020,B02
200243040,Medical Incident,01/24/2020,B05
200230458,Medical Incident,01/23/2020,B08
200280218,Medical Incident,01/28/2020,B03
200251984,Alarms,01/25/2020,B02
200351903,Medical Incident,02/04/2020,B10
200133171,Alarms,01/13/2020,B02
200371356,Medical Incident,02/06/2020,B05
200083779,Medical Incident,01/08/2020,B03
200082852,Medical Incident,01/08/2020,B01
200101618,Medical Incident,01/10/2020,B01
200192036,Medical Incident,01/19/2020,B03
200152677,Medical Incident,01/15/2020,B09
200353292,Medical Incident,02/04/2020,B04
200100327,Citizen Assist / Service Call,01/10/2020,B09
200012436,Medical Incident,01/01/2020,B03
200241520,Medical Incident,01/24/2020,B03
200343002,Water Rescue,02/03/2020,B07
200100033,Medical Incident,01/10/2020,B02
200163740,Medical Incident,01/16/2020,B09
200092571,Medical Incident,01/09/2020,B09
200150922,Medical Incident,01/15/2020,B03
200120057,Medical Incident,01/12/2020,B03
200162671,Medical Incident,01/16/2020,B07
200321229,Medical Incident,02/01/2020,B04
200123331,Medical Incident,01/12/2020,B10
200160313,Medical Incident,01/16/2020,B01
200013024,Outside Fire,01/01/2020,B02
200280756,Elevator / Escalator Rescue,01/28/2020,B04
200111624,Medical Incident,01/11/2020,B04
200062371,Medical Incident,01/06/2020,B02
200070816,Structure Fire,01/07/2020,B08
200210495,Medical Incident,01/21/2020,B03
200072416,Structure Fire,01/07/2020,B03
200364099,Structure Fire,02/05/2020,B06
200092608,Medical Incident,01/09/2020,B02
200021976,Medical Incident,01/02/2020,B07
200203507,Medical Incident,01/20/2020,B03
200011718,Medical Incident,01/01/2020,B02
200191634,Medical Incident,01/19/2020,B10
200091968,Medical Incident,01/09/2020,B01
200132606,Medical Incident,01/13/2020,B10
200091121,Traffic Collision,01/09/2020,B07
200043720,Medical Incident,01/04/2020,B02
200161889,Alarms,01/16/2020,B08
200033242,Traffic Collision,01/03/2020,B06
200342126,Medical Incident,02/03/2020,B02
200391568,Medical Incident,02/08/2020,B02
200261316,Structure Fire,01/26/2020,B03
200280009,Structure Fire,01/28/2020,B02
200162858,Medical Incident,01/16/2020,B10
200023240,Medical Incident,01/02/2020,B03
200381888,Alarms,02/07/2020,B03
200400048,Medical Incident,02/09/2020,B02
200111922,Medical Incident,01/11/2020,B02
200383497,Outside Fire,02/07/2020,B08
200043724,Medical Incident,01/04/2020,B02
200123217,Medical Incident,01/12/2020,B06
200042651,Medical Incident,01/04/2020,B09
200253652,Medical Incident,01/25/2020,B03
200042844,Structure Fire,01/04/2020,B05
200030068,Medical Incident,01/03/2020,B02
200362939,Gas Leak (Natural and LP Gases),02/05/2020,B04
200041562,Alarms,01/04/2020,B10
200171843,Medical Incident,01/17/2020,B08
200071293,Alarms,01/07/2020,B01
200222902,Medical Incident,01/22/2020,B04
200111550,Alarms,01/11/2020,B01
200302914,Outside Fire,01/30/2020,B09
200080117,Medical Incident,01/08/2020,B03
200141974,Medical Incident,01/14/2020,B01
200280901,Medical Incident,01/28/2020,B09
200152512,Medical Incident,01/15/2020,B04
200010500,Medical Incident,01/01/2020,B03
200253538,Medical Incident,01/25/2020,B01
200384171,Alarms,02/07/2020,B03
200270057,Medical Incident,01/27/2020,B08
200201331,Alarms,01/20/2020,B03
200121131,Medical Incident,01/12/2020,B03
200123709,Structure Fire,01/12/2020,B01
200322295,Medical Incident,02/01/2020,B03
200014056,Medical Incident,01/01/2020,B09
200101376,Medical Incident,01/10/2020,B07
200131693,Medical Incident,01/13/2020,B03
200383052,Medical Incident,02/07/2020,B03
200273349,Medical Incident,01/27/2020,B03
200352704,Alarms,02/04/2020,B03
200321470,Structure Fire,02/01/2020,B01
200234063,Medical Incident,01/23/2020,B02
200050295,Medical Incident,01/05/2020,B10
200310706,Medical Incident,01/31/2020,B02
200303577,Medical Incident,01/30/2020,B02
200030705,Medical Incident,01/03/2020,B10
200092339,Medical Incident,01/09/2020,B02
200371994,Medical Incident,02/06/2020,B02
200142653,Medical Incident,01/14/2020,B03
200050736,Traffic Collision,01/05/2020,B06
200401002,Medical Incident,02/09/2020,B02
200261569,Medical Incident,01/26/2020,B06
200172747,Medical Incident,01/17/2020,B03
200250275,Traffic Collision,01/25/2020,B10
200043410,Medical Incident,01/04/2020,B03
200223550,Medical Incident,01/22/2020,B01
200180455,Outside Fire,01/18/2020,B03
200260593,Medical Incident,01/26/2020,B03
200073649,Outside Fire,01/07/2020,B10
200091542,Medical Incident,01/09/2020,B08
200342058,Medical Incident,02/03/2020,B01
200100034,Structure Fire,01/10/2020,B03
200152783,Medical Incident,01/15/2020,B03
200253395,Medical Incident,01/25/2020,B02
200020130,Medical Incident,01/02/2020,B05
200093170,Medical Incident,01/09/2020,B05
200073249,Gas Leak (Natural and LP Gases),01/07/2020,B03
200390177,Medical Incident,02/08/2020,B08
200251469,Medical Incident,01/25/2020,B02
200221002,Medical Incident,01/22/2020,B03
200313736,Medical Incident,01/31/2020,B09
200123617,Medical Incident,01/12/2020,B10
200300033,Structure Fire,01/30/2020,B10
200292379,Traffic Collision,01/29/2020,B03
200061122,Medical Incident,01/06/2020,B03
200022651,Medical Incident,01/02/2020,B02
200202278,Alarms,01/20/2020,B03
200063654,Medical Incident,01/06/2020,B02
200134026,Medical Incident,01/13/2020,B05
200292935,Medical Incident,01/29/2020,B05
200283488,Medical Incident,01/28/2020,B08
200011263,Traffic Collision,01/01/2020,B10
200253628,Medical Incident,01/25/2020,B08
200073943,Medical Incident,01/07/2020,B03
200370188,Medical Incident,02/06/2020,B03
200020273,Medical Incident,01/02/2020,B09
200303977,Medical Incident,01/30/2020,B01
